Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
[65]     0.0    0.00    0.00       3         std::_Bit_iterator std::copy<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [65]
                0.00    0.00       3/3           std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [64]
                0.00    0.00       6/6           std::_Miter_base<std::_Bit_const_iterator>::iterator_type std::__miter_base<std::_Bit_const_iterator>(std::_Bit_const_iterator) [481]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool) [57]
[66]     0.0    0.00    0.00       2         std::vector<bool, std::allocator<bool> >::_M_check_len(unsigned long, char const*) const [66]
                0.00    0.00       8/4278894     std::vector<bool, std::allocator<bool> >::size() const [6]
                0.00    0.00       4/4           std::vector<bool, std::allocator<bool> >::max_size() const [494]
                0.00    0.00       2/4607        unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [175]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[67]     0.0    0.00    0.00       1         PrepareForSearch(std::vector<bool, std::allocator<bool> >&, int, int, char const*) [67]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::operator=(std::vector<bool, std::allocator<bool> > const&) [68]
-----------------------------------------------
                0.00    0.00       1/1           PrepareForSearch(std::vector<bool, std::allocator<bool> >&, int, int, char const*) [67]
[68]     0.0    0.00    0.00       1         std::vector<bool, std::allocator<bool> >::operator=(std::vector<bool, std::allocator<bool> > const&) [68]
                0.00    0.00       1/3           std::vector<bool, std::allocator<bool> >::_M_copy_aligned(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [61]
                0.00    0.00       2/4278894     std::vector<bool, std::allocator<bool> >::size() const [6]
                0.00    0.00       1/3           std::vector<bool, std::allocator<bool> >::capacity() const [69]
                0.00    0.00       1/4278895     std::vector<bool, std::allocator<bool> >::end() const [13]
                0.00    0.00       1/4278898     std::vector<bool, std::allocator<bool> >::begin() const [20]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [77]
                0.00    0.00       1/6           std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [477]
                0.00    0.00       1/3           std::vector<bool, std::allocator<bool> >::begin() [529]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<bool, std::allocator<bool> >::operator=(std::vector<bool, std::allocator<bool> > const&) [68]
                0.00    0.00       2/3           std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool) [57]
[69]     0.0    0.00    0.00       3         std::vector<bool, std::allocator<bool> >::capacity() const [69]
                0.00    0.00       3/4278898     std::vector<bool, std::allocator<bool> >::begin() const [20]
                0.00    0.00       3/177236      std::_Bit_const_iterator::_Bit_const_iterator(unsigned long*, unsigned int) [48]
                0.00    0.00       3/6           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const [475]
                0.00    0.00       3/4278902     std::operator-(std::_Bit_iterator_base const&, std::_Bit_iterator_base const&) [90]
-----------------------------------------------
                0.00    0.00       6/6           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl() [71]
[70]     0.0    0.00    0.00       6         std::_Bit_iterator::_Bit_iterator() [70]
                0.00    0.00       6/15197462     std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [7]
-----------------------------------------------
                0.00    0.00       3/3           std::_Bvector_base<std::allocator<bool> >::_Bvector_base() [72]
[71]     0.0    0.00    0.00       3         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl() [71]
                0.00    0.00       6/6           std::_Bit_iterator::_Bit_iterator() [70]
                0.00    0.00       3/3           std::allocator<unsigned long>::allocator() [516]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<bool, std::allocator<bool> >::vector() [73]
[72]     0.0    0.00    0.00       3         std::_Bvector_base<std::allocator<bool> >::_Bvector_base() [72]
                0.00    0.00       3/3           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl() [71]
-----------------------------------------------
                0.00    0.00       1/3           main [1]
                0.00    0.00       2/3           __static_initialization_and_destruction_0(int, int) [75]
[73]     0.0    0.00    0.00       3         std::vector<bool, std::allocator<bool> >::vector() [73]
                0.00    0.00       3/3           std::_Bvector_base<std::allocator<bool> >::_Bvector_base() [72]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [76]
[74]     0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN5State10set_valuesEf5xyLoc [74]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [75]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN5State10set_valuesEf5xyLoc [74]
[75]     0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [75]
                0.00    0.00       2/3           std::vector<bool, std::allocator<bool> >::vector() [73]
                0.00    0.00       1/1           GenericHeap<State*, SearchNodeHash, PathfindingNodeEqual, PathfindingNodeCmp>::GenericHeap() [78]
                0.00    0.00       1/472         std::vector<xyLoc, std::allocator<xyLoc> >::vector() [351]
                0.00    0.00       1/2           std::vector<State*, std::allocator<State*> >::vector() [560]
-----------------------------------------------
                                                 <spontaneous>
[76]     0.0    0.00    0.00                 __libc_csu_init [76]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN5State10set_valuesEf5xyLoc [74]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::operator=(std::vector<bool, std::allocator<bool> > const&) [68]
[77]     0.0    0.00    0.00       1         std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [77]
                0.00    0.00       1/6462423     std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [16]
                0.00    0.00       1/3           std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [524]
                0.00    0.00       1/6           std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long) [478]
                0.00    0.00       1/6           unsigned long* std::__addressof<unsigned long>(unsigned long&) [479]
                0.00    0.00       1/5           std::_Bit_iterator::operator+(long) const [485]
-----------------------------------------------
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [75]
[78]     0.0    0.00    0.00       1         GenericHeap<State*, SearchNodeHash, PathfindingNodeEqual, PathfindingNodeCmp>::GenericHeap() [78]
                0.00    0.00       1/1           __gnu_cxx::hash_map<unsigned long, unsigned int, __gnu_cxx::hash<unsigned long>, std::equal_to<unsigned long>, std::allocator<unsigned int> >::hash_map() [79]
                0.00    0.00       1/2           std::vector<State*, std::allocator<State*> >::vector() [560]
-----------------------------------------------
                0.00    0.00       1/1           GenericHeap<State*, SearchNodeHash, PathfindingNodeEqual, PathfindingNodeCmp>::GenericHeap() [78]
[79]     0.0    0.00    0.00       1         __gnu_cxx::hash_map<unsigned long, unsigned int, __gnu_cxx::hash<unsigned long>, std::equal_to<unsigned long>, std::allocator<unsigned int> >::hash_map() [79]
                0.00    0.00       1/1           __gnu_cxx::hashtable<std::pair<unsigned long const, unsigned int>, unsigned long, __gnu_cxx::hash<unsigned long>, std::_Select1st<std::pair<unsigned long const, unsigned int> >, std::equal_to<unsigned long>, std::allocator<unsigned int> >::hashtable(unsigned long, __gnu_cxx::hash<unsigned long> const&, std::equal_to<unsigned long> const&, std::allocator<std::pair<unsigned long const, unsigned int> > const&) [81]
                0.00    0.00       1/1           std::allocator<std::pair<unsigned long const, unsigned int> >::allocator() [604]
                0.00    0.00       1/408831      std::allocator<std::pair<unsigned long const, unsigned int> >::~allocator() [111]
-----------------------------------------------
                0.00    0.00       1/1           __gnu_cxx::hashtable<std::pair<unsigned long const, unsigned int>, unsigned long, __gnu_cxx::hash<unsigned long>, std::_Select1st<std::pair<unsigned long const, unsigned int> >, std::equal_to<unsigned long>, std::allocator<unsigned int> >::hashtable(unsigned long, __gnu_cxx::hash<unsigned long> const&, std::equal_to<unsigned long> const&, std::allocator<std::pair<unsigned long const, unsigned int> > const&) [81]
[80]     0.0    0.00    0.00       1         __gnu_cxx::hashtable<std::pair<unsigned long const, unsigned int>, unsigned long, __gnu_cxx::hash<unsigned long>, std::_Select1st<std::pair<unsigned long const, unsigned int> >, std::equal_to<unsigned long>, std::allocator<unsigned int> >::_M_initialize_buckets(unsigned long) [80]
                0.00    0.00       1/1           std::vector<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::reserve(unsigned long) [82]
                0.00    0.00       1/3           __gnu_cxx::hashtable<std::pair<unsigned long const, unsigned int>, unsigned long, __gnu_cxx::hash<unsigned long>, std::_Select1st<std::pair<unsigned long const, unsigned int> >, std::equal_to<unsigned long>, std::allocator<unsigned int> >::_M_next_size(unsigned long) const [514]
                0.00    0.00       1/2           std::vector<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::end() [562]
                0.00    0.00       1/1           std::vector<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::insert(__gnu_cxx::__normal_iterator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, std::vector<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> > >, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >* const&) [625]
-----------------------------------------------
                0.00    0.00       1/1           __gnu_cxx::hash_map<unsigned long, unsigned int, __gnu_cxx::hash<unsigned long>, std::equal_to<unsigned long>, std::allocator<unsigned int> >::hash_map() [79]
[81]     0.0    0.00    0.00       1         __gnu_cxx::hashtable<std::pair<unsigned long const, unsigned int>, unsigned long, __gnu_cxx::hash<unsigned long>, std::_Select1st<std::pair<unsigned long const, unsigned int> >, std::equal_to<unsigned long>, std::allocator<unsigned int> >::hashtable(unsigned long, __gnu_cxx::hash<unsigned long> const&, std::equal_to<unsigned long> const&, std::allocator<std::pair<unsigned long const, unsigned int> > const&) [81]
                0.00    0.00       1/1           __gnu_cxx::hashtable<std::pair<unsigned long const, unsigned int>, unsigned long, __gnu_cxx::hash<unsigned long>, std::_Select1st<std::pair<unsigned long const, unsigned int> >, std::equal_to<unsigned long>, std::allocator<unsigned int> >::_M_initialize_buckets(unsigned long) [80]
                0.00    0.00       1/1           std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> > >::allocator<std::pair<unsigned long const, unsigned int> >(std::allocator<std::pair<unsigned long const, unsigned int> > const&) [601]
                0.00    0.00       1/1           std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>::allocator<std::pair<unsigned long const, unsigned int> >(std::allocator<std::pair<unsigned long const, unsigned int> > const&) [603]
                0.00    0.00       1/1           std::vector<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::vector(std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> const&) [626]
